01, 912
02, 701
03, 632
04, 602
05, 583
06, 573
07, 562
08, 555
09, 550
10, 547
11, 544
12, 542
13, 538
14, 538
15, 538
16, 536
17, 535
18, 533
19, 533
20, 532
21, 531
22, 531
23, 531
24, 530
25, 530
26, 530
27, 530
28, 530
29, 530
30, 530
31, 529
32, 529
33, 529
34, 529
35, 529
36, 529
37, 529
38, 529
39, 529
40, 529
41, 529
42, 529
43, 529
44, 529
45, 529
46, 529
47, 529
48, 529
49, 529
50, 529
51, 529
52, 529
53, 529
54, 529
55, 529
56, 529
57, 529
58, 529
59, 529
60, 529
61, 529
62, 528
63, 528
64, 528
65, 528
66, 528
67, 528
68, 528
69, 528
70, 528
71, 528
72, 528
73, 528
74, 528
75, 528
76, 528
77, 528
78, 528
79, 528
80, 528
81, 528
82, 528
83, 528
84, 528
85, 528
86, 528
87, 528
88, 528
89, 528
90, 528
91, 528
92, 528
93, 528
94, 528
95, 528
96, 528
97, 528
98, 528
99, 528
