01, 387
02, 290
03, 238
04, 221
05, 220
06, 209
07, 207
08, 199
09, 202
10, 199
11, 199
12, 202
13, 198
14, 199
15, 195
16, 197
17, 203
18, 205
19, 200
20, 198
21, 198
22, 200
23, 205
24, 199
25, 197
26, 200
27, 196
28, 200
29, 201
30, 201
31, 199
32, 199
33, 206
34, 200
35, 203
36, 192
37, 202
38, 197
39, 196
40, 196
41, 196
42, 198
43, 197
44, 199
45, 196
46, 197
47, 197
48, 199
49, 195
50, 203
51, 200
52, 198
53, 196
54, 200
55, 204
56, 196
57, 192
58, 194
59, 202
60, 204
61, 196
62, 196
63, 196
64, 196
65, 196
66, 196
67, 196
68, 196
69, 196
70, 196
71, 196
72, 196
73, 196
74, 196
75, 196
76, 196
77, 196
78, 196
79, 196
80, 196
81, 196
82, 196
83, 196
84, 196
85, 196
86, 196
87, 196
88, 196
89, 196
90, 196
91, 196
92, 196
93, 196
94, 196
95, 196
96, 196
97, 196
98, 196
99, 196
